anum,n_terms,n_d,order,degree,n_id,L_H,n_singular,full_fit,prefix_only,n_revisions,n_struct_rev,final_lambda,error,name
A265424,30,13.0,5.0,0.0,13.0,80.0,0.0,True,False,1,0,0.15414258188824662,,a(n) = ((-1)^n - 1)/2 + 25*floor(3*n/2) - 50*floor(n/4).
A227784,30,,,,,,,False,False,0,0,1.0,,Least number of fourth powers which add to -1 mod n.
A052241,30,,,,,,,False,False,0,0,1.0,,McKay-Thompson series of class 8C for Monster.
A074236,30,,,,,,,False,False,0,0,1.0,,Numbers that are the long leg of some integer right triangle and the hypotenuse of some other integer right triangle.
A214047,30,,,,,,,False,False,0,0,1.0,,Least m>0 such that n! <= (3/2)^m.
A285784,30,,,,,,,False,False,0,0,1.0,,Possible nonprime residues of k > p# modulo p# for some primorial p# in A002110.
A198862,30,11.0,4.0,0.0,11.0,38.0,0.0,True,False,1,0,0.1444866920152091,,Sum of the n-th antidiagonal in the triangle A192011.
A176740,30,,,,,,,False,False,0,0,1.0,,Inversion of e.g.f. formal power series. Partition array in Abramowitz-Stegun (A-St) order.
A174342,30,,,,,,,False,False,0,0,1.0,,Denominator of ( A164555(n)/A027642(n) +  1/(n+1) ).
A064217,30,,,,,,,False,False,0,0,1.0,,Least k such that k*7^n +/- 1 are twin primes.
A049203,30,,,,,,,False,False,0,0,1.0,,Primes for which A049076(p) >= 5.
A274284,30,,,,,,,False,False,0,0,1.0,,Numbers that are a product of distinct numbers in A006355.
A241494,30,7.0,,,,,,False,True,3,2,1.0,,"Pyramid Top Numbers: write the decimal digits of 'n' (a nonnegative integer) and take successive absolute differences (""pyramidalization""). The number at the top of the pyramid is 'a(n)'."
A055946,30,,,,,,,False,False,0,0,1.0,,n + reversal of base 3 digits of n (written in base 10).
A308638,30,,,,,,,False,False,0,0,1.0,,"a(n) is the number of k > 0 such that n-1-2*k > 0 and the points (n-1-2*k, a(n-1-2*k)), (n-1-k, a(n-1-k)) and (n-1, a(n-1)) are aligned."
A253240,30,,,,,,,False,False,0,0,1.0,,"Square array read by antidiagonals: T(m, n) = Phi_m(n), the m-th cyclotomic polynomial at x=n."
A263490,30,,,,,,,False,False,0,0,1.0,,"Decimal expansion of the generalized hypergeometric function 3F2(1/2,1/2,1/2 ; 1,1; x) at x=1/4."
A198758,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of x>0 satisfying x^2+2*cos(x)=3.
A086249,30,6.0,,,,,,False,True,5,5,1.0,,"Number of base-2 Fermat pseudoprimes x that have ord(2,x) = n."
A165827,30,,,,,,,False,False,0,0,1.0,,Totally multiplicative sequence with a(p) = 6.
A058875,30,,,,,,,False,False,0,0,1.0,,"Triangle T(n,k) = C_n(k)/2^(k*(k-1)/2) where C_n(k) = number of k-colored labeled graphs with n nodes (n >= 1, 1 <= k <= n)."
A043171,30,,,,,,,False,False,0,0,1.0,,Numbers k such that 3 and 5 occur juxtaposed in the base-8 representation of k but not of k-1.
A126135,30,,,,,,,False,False,0,0,1.0,,"Take the base-3 representation of n, render that in decimal notation and take the base-3 representation of n again."
A235119,30,,,,,,,False,False,0,0,1.0,,Prime numbers whose central digit equals the sum of the other digits.
A110769,30,,,,,,,False,False,0,0,1.0,,The r-th term of the n-th row of the following triangle contains sum of r successive numbers in decreasing order beginning from T(n)-T(r-1) where T(n) is the n-th triangular number. 1 3 3 6 9 6 10 17 18 10 15 27 33 30 15 ... Sequence contains the triangle by rows.
A316460,30,,,,,,,False,False,0,0,1.0,,Even integers not of the form prime(prime(x)) + prime(prime(y)) with x > y > 0.
A075221,30,,,,,,,False,False,0,0,1.0,,Number of polyiamonds with n cells that tile the plane by translation or by 180-degree rotation (Conway criterion).
A336771,30,,,,,,,False,False,0,0,1.0,,Total sum of the left-to-right maxima in all compositions of n into distinct parts.
A066839,30,,,,,,,False,False,0,0,1.0,,a(n) = sum of positive divisors k of n with k <= sqrt(n).
A311240,30,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.6.20.5 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A109826,30,,,,,,,False,False,0,0,1.0,,Final terms of groups in the partition of the sequence of natural numbers A109411.
A035287,30,9.0,1.0,2.0,9.0,38.0,1.0,True,False,1,0,0.04303510758776897,,Number of ways to place a non-attacking white and black rook on n X n chessboard.
A027694,30,9.0,1.0,2.0,9.0,48.0,0.0,True,False,1,0,0.09937888198757763,,a(n) = n^2 + n + 9.
A063616,30,,,,,,,False,False,0,0,1.0,,Smallest k >= 0 such that 8^k has exactly n 0's in its decimal representation.
A091512,30,,,,,,,False,False,0,0,1.0,,"a(n) is the largest integer m such that 2^m divides (2*n)^n, i.e., the exponent of 2 in (2*n)^n."
A362922,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of cos(2*Pi/7) = sin(3*Pi/14) = A255249/2.
A311341,30,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.6.176.6 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A236176,30,,,,,,,False,False,0,0,1.0,,Prime gap pattern of compacting Eratosthenes sieve for prime(5) = 11.
A392743,30,,,,,,,False,False,0,0,1.0,,a(n) = A392736(2*n + 1 - A392736(n)).
A245635,30,,,,,,,False,False,0,0,1.0,,Decimal expansion of Integral_{x>=0} (1 / Gamma''(x)) dx.
A314465,30,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.6.466.6 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A026380,30,22.0,6.0,1.0,22.0,172.0,0.0,True,False,1,0,0.17251755265797392,,"a(n) = T(n,[ n/2 ]), where T is the array in A026374."
A335856,30,,,,,,,False,False,0,0,1.0,,Squares visited by a chess king on a spirally numbered infinite board where the king moves to the adjacent unvisited square containing the lowest prime number. If no such square is available it chooses the lowest-numbered adjacent unvisited square.
A140327,30,,,,,,,False,False,0,0,1.0,,"a(0)=1. For n >=1, a(n) is the smallest prime that is > a(n-1) and equals n*k -1, for some positive integer k."
A368912,30,7.0,,,,,,False,True,5,4,1.0,,"a(n) = 1 if A342001(n) is squarefree, and 0 otherwise."
A275927,30,,,,,,,False,False,0,0,1.0,,Lengths of successive runs in A275926.
A263327,30,7.0,,,,,,False,True,4,3,1.0,,"A permutation of {0, 1, ..., 1023} corresponding to lexicographical ordering A262557 of numbers with decreasing digits A009995."
A144489,30,,,,,,,False,False,0,0,1.0,,Partial sums of A087624.
A305876,30,,,,,,,False,False,0,0,1.0,,a(n) = Fibbinary(2^n).
A092939,30,,,,,,,False,False,0,0,1.0,,Index of the first occurrence of prime(n) in A092938.
A339190,30,,,,,,,False,False,0,0,1.0,,"Square array T(n,k), n >= 2, k >= 2, read by antidiagonals, where T(n,k) is the number of (undirected) Hamiltonian cycles on the n X k king graph."
A126846,30,,,,,,,False,False,0,0,1.0,,Ramanujan numbers (A000594) read mod 23^2.
A056728,30,,,,,,,False,False,0,0,1.0,,Palindromic primes using only two distinct digits and only the exterior digit is different.
A143656,30,,,,,,,False,False,0,0,1.0,,"Triangle T(n, k) = A045545(k) if gcd(n,k) = 1, 0 otherwise, read by rows."
A373408,30,,,,,,,False,False,0,0,1.0,,Minimum of the n-th maximal antirun of squarefree numbers differing by more than one.
A172523,30,,,,,,,False,False,0,0,1.0,,Partial sums of primes in which no digit is a prime A061372.
A329687,30,16.0,4.0,1.0,16.0,72.0,0.0,True,False,1,0,0.26765799256505574,,"Number of excursions of length n with Motzkin-steps avoiding the consecutive steps UU, UD, HH and DH."
A301710,30,13.0,5.0,0.0,13.0,66.0,0.0,True,False,1,0,0.1670886075949367,,"Coordination sequence for node of type V2 in ""krc"" 2-D tiling (or net)."
A345310,30,,,,,,,False,False,0,0,1.0,,"a(n) = Sum_{p|n, p prime} p^gcd(p,n/p)."
A304879,30,,,,,,,False,False,0,0,1.0,,a(n) = denominator(min{r with r in R}) and R = {0 <= r rational <= 1 and [r*k] = n}. Here k = 10^(floor(log_10(n))+1) and [x] = floor(x+1/2) + ceiling((2*x-1)/4) - floor((2*x-1)/4) - 1.
A022354,30,7.0,2.0,0.0,7.0,28.0,0.0,True,False,1,0,0.033775633293124246,,"Fibonacci sequence beginning 0, 20."
A279593,30,7.0,,,,,,False,True,4,3,1.0,,"Coefficients in the expansion of 1/([r] + [2r]x + [3r]x^2 + ...); [ ] = floor, r = sqrt(5)/2."
A099636,30,,,,,,,False,False,0,0,1.0,,"a(n) = gcd(sum of distinct prime factors of n, product of distinct prime factors of n)."
A259506,30,7.0,,,,,,False,True,5,4,1.0,,a(n) = floor((LogGamma(n/2+1) - n*log(Pi)/2)/Pi).
A215461,30,,,,,,,False,False,0,0,1.0,,Number of decompositions of 2n into ordered sums of one prime and one nonprime.
A038956,30,,,,,,,False,False,0,0,1.0,,Primes p such that 71 is not a square mod p.
A369379,30,,,,,,,False,False,0,0,1.0,,Number of Dabbaghian-Wu pandiagonal Latin squares of order 2n+1 with the first row in order.
A006955,30,,,,,,,False,False,0,0,1.0,,"Denominator of (2n+1) B_{2n}, where B_n are the Bernoulli numbers."
A034291,30,,,,,,,False,False,0,0,1.0,,Triangular numbers that have some nontrivial permutation of digits which is also triangular.
A060133,30,,,,,,,False,False,0,0,1.0,,"Positions of the permutations which have the same rank in A055089 and A060118, i.e., the fixed points of permutations A060120 and A060127."
A345147,30,,,,,,,False,False,0,0,1.0,,"a(1)=1. If a(n) is a novel term, a(n+1) = A000005(a(n)). If a(n) is a repeat term, a(n+1) = a(n)+m, where m is the least prior term (which once used in this way is not used again)."
A005929,30,7.0,,,,,,False,True,6,5,1.0,,Theta series of hexagonal net with respect to midpoint of edge.
A047594,30,,,,,,,False,False,0,0,1.0,,"Numbers that are congruent to {0, 2, 3, 4, 5, 6, 7} mod 8."
A128978,30,,,,,,,False,False,0,0,1.0,,"a(1) = 1, a(2) = 1 and a(n) = number of terms among (a(1),a(2),...a(n-1)) which divide (a(n-1)+a(n-2))."
A371894,30,,,,,,,False,False,0,0,1.0,,Integers k such that the number of multiplications to compute the k-th power by the Chandah-sutra method (A014701) is larger than the length of the shortest addition chain for k (A003313).
A329544,30,,,,,,,False,False,0,0,1.0,,"Add the odd terms and subtract the even ones, the result must always be a palindrome. This is the lexicographically earliest sequence of distinct positive integers with this property."
A091700,30,,,,,,,False,False,0,0,1.0,,Matrix square of triangle A063967.
A311323,30,,,,,,,False,False,0,0,1.0,,Coordination sequence Gal.6.181.6 where Gal.u.t.v denotes the coordination sequence for a vertex of type v in tiling number t in the Galebach list of u-uniform tilings.
A255872,30,,,,,,,False,False,0,0,1.0,,"Smallest Rhonda number to base b = n-th composite number, A002808(n)."
A251176,30,,,,,,,False,False,0,0,1.0,,G.f. A(x) satisfies A(x) = 1 + x/(1-9*x^3)^(1/3) * A( x/sqrt(1-9*x^3)^(1/3) ).
A175060,30,,,,,,,False,False,0,0,1.0,,Inverse permutation to A175059.
A290332,30,,,,,,,False,False,0,0,1.0,,"a(n) is the smallest j which satisfies (j^2 + k)/(j + k^2) = n where j,k are integers and j >= k > 0."
A117370,30,6.0,,,,,,False,True,4,4,1.0,,Number of primes between smallest prime divisor of n and largest prime divisor of n.
A085264,30,,,,,,,False,False,0,0,1.0,,Smallest number with exactly n representations as sum of a squarefree number (A005117) and a square (A000290).
A195311,30,,,,,,,False,False,0,0,1.0,,Row sums of A195310.
A382129,30,,,,,,,False,False,0,0,1.0,,Fractalization of the prime numbers.
A258250,30,,,,,,,False,False,0,0,1.0,,Primitive weird numbers (pwn) (A002975) whose abundance (A033880) is a power of 2 (A000079).
A182042,30,,,,,,,False,False,0,0,1.0,,"Triangle T(n,k), read by rows, given by (0, 2, -1/2, 1/2, 0, 0, 0, 0, 0, 0, 0, ...) DELTA (3, 0, -3/2, 3/2, 0, 0, 0, 0, 0, 0, 0, ...) where DELTA is the operator defined in A084938."
A090815,30,,,,,,,False,False,0,0,1.0,,a(n)=denominator(B(2*prime(n))) where prime(n)=n-th prime and B(k) denotes the k-th Bernoulli number.
A096729,30,,,,,,,False,False,0,0,1.0,,Where records occur in A096287.
A047366,30,13.0,5.0,0.0,13.0,56.0,0.0,True,False,1,0,0.18122977346278318,,"Numbers that are congruent to {1, 3, 4, 5} mod 7."
A350733,30,6.0,,,,,,False,True,2,2,1.0,,"Triangle read by rows: T(n,k) is the number of oriented graphs on n unlabeled nodes with k arcs, n >= 0, k = 0..n*(n-1)/2."
A383715,30,,,,,,,False,False,0,0,1.0,,"Triangle T(n,k), n >= 0, 0 <= k <= n, read by rows, where T(n,k) = (-1)^floor((k+1)/2) * A099927(n,k)."
A393047,30,,,,,,,False,False,0,0,1.0,,Numbers such that the least prime not dividing their arithmetic derivative is 7.
A216223,30,,,,,,,False,False,0,0,1.0,,Distance from Fibonacci(n) to the next perfect square.
A040180,30,,,,,,,False,False,0,0,1.0,,Primes p such that x^5 = 11 has no solution mod p.
A281793,30,,,,,,,False,False,0,0,1.0,,The largest prime factor of (1+n)*(1+n^2).
A073824,30,,,,,,,False,False,0,0,1.0,,"Decimal expansion of number with continued fraction expansion 0, 1, 4, 9, ... (the squares)."
A240164,30,,,,,,,False,False,0,0,1.0,,Numbers m such that (k! + m)/k and (k! - m)/k are prime for some k.
A080105,30,16.0,,,,,,False,True,4,3,1.0,,a(n) = round(113*phi^n).
A361127,30,,,,,,,False,False,0,0,1.0,,"Let p = n-th odd prime; a(n) = index where 2*p appears in A360519, or -1 if 2*p never appears."
A293771,30,,,,,,,False,False,0,0,1.0,,"Minimum number of steps needed to compute n using a machine that can read, write and add starting with the number 1."
A094966,30,11.0,4.0,0.0,11.0,40.0,0.0,True,False,1,0,0.06589785831960461,,Left-hand neighbors of Fibonacci numbers in Stern's diatomic series.
A039681,30,,,,,,,False,False,0,0,1.0,,Odd Fibonacci-lucky numbers.
A032243,30,,,,,,,False,False,0,0,1.0,,"""DHK"" (bracelet, identity, unlabeled) transform of 1,0,1,0,... (odd)."
A167586,30,10.0,4.0,0.0,11.0,108.0,0.0,True,False,2,1,0.1094224924012158,,The fourth row of the ED4 array A167584.
A175798,30,,,,,,,False,False,0,0,1.0,,Expansion of ( -3+x+4*x^2-3*x^3+3*x^5-x^7-3*x^4+x^6 ) / ( (1+x) *(x^5-x^4-x^3+x^2-1) *(x-1)^2 ).
A097965,30,,,,,,,False,False,0,0,1.0,,"Number of compositions (ordered partitions) of n into n parts, allowing zeros, with distinct nonzero parts."
A338195,30,,,,,,,False,False,0,0,1.0,,Numbers k such that 3/k = 1/x + 1/y has a solution with 0 < x < y < k.
A160159,30,,,,,,,False,False,0,0,1.0,,First differences of A160158.
A180457,30,,,,,,,False,False,0,0,1.0,,Central term of nine successive primes whose average is a prime.
A348784,30,,,,,,,False,False,0,0,1.0,,Indices of primes in A347113.
A369901,30,,,,,,,False,False,0,0,1.0,,"Proth numbers h*2^k+1, with odd h < 2^k, ordered first by k then by h."
A031194,30,,,,,,,False,False,0,0,1.0,,Numbers having period-28 5-digitized sequences.
A078809,30,,,,,,,False,False,0,0,1.0,,Number of divisors of the average of consecutive odd primes.
A128633,30,,,,,,,False,False,0,0,1.0,,McKay-Thompson series of class 6E for the Monster group with a(0) = 4.
A248913,30,,,,,,,False,False,0,0,1.0,,A248614(n+1) - A248614(n).
A321001,30,,,,,,,False,False,0,0,1.0,,Primes which contain the fax number of the beast (667).
A099759,30,,,,,,,False,False,0,0,1.0,,"Triangle read by rows: T(n,0)=1, T(n,n)=1, T(n, k) = 2*(n-k)*T(n-1, k-1) + 2*k*T(n-1, k)."
A316906,30,,,,,,,False,False,0,0,1.0,,Numbers k such that 2^(k-1) == 1 (mod k) and lpf(k)-1 does not divide k-1.
